EntryTime,ExitTime,TradeType,Dir,ExitType,EntrySpot,ExitSpot,SpotPoints,EntryVix,DTE,TradePnL,Costs,Margin,SellOpt,SellEntry,SellExit,SellOffset,BuyOpt,BuyEntry,BuyExit,BuyOffset,SprdCr,SprdPOP,MaxLoss
2021-01-13 09:44,2021-01-13 14:02,BullLadder,Bull,SwingExit,14645.40,14462.45,-182.95,23.32,8.24,-457.50,18.46,66000.00,NIFTY21JAN2114000PE,32.05,47.60,600,NIFTY21JAN2113700PE,17.75,27.20,900,1072.50,92.88,-21427.50
2021-01-13 09:44,2021-01-13 13:44,BullLadderTrade,Bull,StopLoss,14645.40,14519.00,-126.40,23.32,8.24,-165.00,2.78,0.00,,,,,NIFTY21JAN2115200CE,10.65,8.45,11,,,
2021-01-13 09:44,2021-01-13 11:33,BullGammaBurst,Bull,StopLoss,14645.40,14560.40,-85.00,23.32,1.24,-303.75,2.26,0.00,,,,,NIFTY14JAN2114800CE,10.05,6.00,3,,,
2021-01-20 09:44,2021-01-21 15:06,BullLadder,Bull,SwingExit,14558.20,14556.90,-1.30,22.83,8.24,41.25,14.13,66000.00,NIFTY28JAN2114000PE,31.55,32.25,500,NIFTY28JAN2113700PE,14.50,15.75,800,1278.75,90.92,-21221.25
2021-01-20 09:44,2021-01-21 15:07,BullLadderTrade,Bull,StopLoss,14558.20,14541.05,-17.15,22.83,8.24,-322.50,4.13,0.00,,,,,NIFTY28JAN2115000CE,16.45,12.15,9,,,
2021-01-20 09:44,2021-01-21 09:27,BullGammaBurst,Bull,ProfitBook,14558.20,14732.60,174.40,22.83,1.24,2216.25,9.76,0.00,,,,,NIFTY21JAN2114700CE,14.05,43.60,3,,,
2021-01-25 15:14,2021-01-29 09:17,BearLadder,Bear,SwingExit,14238.15,13940.85,297.30,23.20,10.01,1758.75,12.98,66000.00,NIFTY04FEB2114900CE,46.40,11.30,650,NIFTY04FEB2115200CE,17.30,5.65,950,2182.50,92.63,-20317.50
2021-01-25 15:14,2021-01-27 09:17,BearLadderTrade,Bear,StopLoss,14238.15,14180.45,57.70,23.20,10.01,-412.50,3.78,0.00,,,,,NIFTY04FEB2113200PE,16.05,10.55,21,,,
2021-01-27 12:14,2021-01-29 09:17,BearLadder,Bear,SwingExit,14086.40,13940.85,145.55,23.62,8.14,1957.50,17.87,73000.00,NIFTY04FEB2114600CE,60.65,26.75,500,NIFTY04FEB2115000CE,16.50,8.70,900,3311.25,90.18,-26688.75
2021-01-27 12:14,2021-01-28 09:17,BearLadderTrade,Bear,ProfitBook,14086.40,13839.05,247.35,23.62,8.14,1541.25,8.25,0.00,,,,,NIFTY04FEB2113100PE,14.65,35.20,20,,,
2021-01-27 12:14,2021-01-28 09:17,BearGammaBurst,Bear,ProfitBook,14086.40,13839.05,247.35,23.62,1.14,5730.00,19.88,0.00,,,,,NIFTY28JAN2113900PE,18.50,94.90,4,,,
2021-02-02 09:44,2021-02-02 10:41,BullLadder,Bull,SwingExit,14657.75,14536.40,-121.35,23.14,9.24,-870.00,16.79,80000.00,NIFTY11FEB2114000PE,37.20,50.70,600,NIFTY11FEB2113500PE,12.50,14.40,1100,1852.50,92.72,-35647.50
2021-02-02 09:44,2021-02-02 10:32,BullLadderTrade,Bull,StopLoss,14657.75,14569.80,-87.95,23.14,9.24,-217.50,3.79,0.00,,,,,NIFTY11FEB2115500CE,14.45,11.55,17,,,
2021-02-03 09:44,2021-02-10 10:15,BullLadder,Bull,SwingExit,14713.55,15058.05,344.50,23.93,8.24,1586.25,13.27,66000.00,NIFTY11FEB2114100PE,50.85,2.10,550,NIFTY11FEB2113800PE,28.90,1.30,850,1646.25,91.58,-20853.75
2021-02-03 09:44,2021-02-04 09:17,BullLadderTrade,Bull,StopLoss,14713.55,14760.95,47.40,23.93,8.24,-330.00,2.69,0.00,,,,,NIFTY11FEB2115500CE,11.70,7.30,16,,,
2021-02-03 09:44,2021-02-03 13:10,BullGammaBurst,Bull,ProfitBook,14713.55,14859.45,145.90,23.93,1.24,2711.25,12.18,0.00,,,,,NIFTY04FEB2114900CE,18.00,54.15,4,,,
2021-02-19 14:14,2021-02-23 10:33,BearLadder,Bear,SwingExit,14912.50,14823.05,89.45,22.82,6.05,1050.00,7.55,59000.00,NIFTY25FEB2115300CE,27.60,5.85,350,NIFTY25FEB2115500CE,10.55,2.80,550,1278.75,86.19,-13721.25
2021-02-19 14:14,2021-02-19 14:28,BearLadderTrade,Bear,StopLoss,14912.50,14962.05,-49.55,22.82,6.05,-217.50,3.64,0.00,,,,,NIFTY25FEB2114200PE,13.95,11.05,14,,,
2021-02-25 09:44,2021-02-26 09:17,BullLadder,Bull,StopLoss,15148.50,14828.80,-319.70,23.24,7.24,-3108.75,25.38,66000.00,NIFTY04MAR2114600PE,28.95,97.20,550,NIFTY04MAR2114300PE,13.30,40.10,850,1173.75,91.24,-21326.25
2021-02-25 09:44,2021-02-25 11:34,BullLadderTrade,Bull,StopLoss,15148.50,15125.70,-22.80,23.24,7.24,-217.50,3.12,0.00,,,,,NIFTY04MAR2115800CE,12.20,9.30,13,,,
2021-02-25 09:44,2021-02-25 10:01,BullGammaBurst,Bull,StopLoss,15148.50,15135.35,-13.15,23.24,0.24,-468.75,6.33,0.00,,,,,NIFTY25FEB2115200CE,25.00,18.75,1,,,
2021-03-25 11:14,2021-03-25 14:47,BearLadder,Bear,SwingExit,14370.50,14458.35,-87.85,22.66,7.18,-491.25,14.43,66000.00,NIFTY01APR2114900CE,34.90,40.40,500,NIFTY01APR2115200CE,11.80,10.75,800,1732.50,92.19,-20767.50
2021-03-25 11:14,2021-03-25 13:46,BearLadderTrade,Bear,StopLoss,14370.50,14438.20,-67.70,22.66,7.18,-266.25,3.94,0.00,,,,,NIFTY01APR2113500PE,15.35,11.80,17,,,
2021-03-25 11:14,2021-03-25 13:10,BearGammaBurst,Bear,ProfitBook,14370.50,14269.35,101.15,22.66,0.18,2857.50,14.61,0.00,,,,,NIFTY25MAR2114300PE,24.90,63.00,1,,,
2021-03-25 15:14,2021-03-26 09:18,BearLadder,Bear,SwingExit,14299.00,14482.75,-183.75,22.80,7.01,-1143.75,17.95,66000.00,NIFTY01APR2114800CE,40.80,58.10,450,NIFTY01APR2115100CE,11.25,13.30,750,2216.25,91.22,-20283.75
2021-03-25 15:14,2021-03-26 09:17,BearLadderTrade,Bear,StopLoss,14299.00,14464.30,-165.30,22.80,7.01,-397.50,3.10,0.00,,,,,NIFTY01APR2113500PE,13.65,8.35,16,,,
2021-03-25 15:14,2021-03-25 15:15,BearGammaBurst,Bear,StopLoss,14299.00,14302.30,-3.30,22.80,0.01,-150.00,1.23,0.00,,,,,NIFTY25MAR2114300PE,5.35,3.35,0,,,
2021-04-12 10:44,2021-04-13 10:09,BearLadder,Bear,SwingExit,14412.55,14432.00,-19.45,22.27,10.20,615.00,11.12,66000.00,NIFTY22APR2115000CE,34.10,19.95,550,NIFTY22APR2115300CE,12.00,6.05,850,1657.50,90.74,-20842.50
2021-04-12 10:44,2021-04-13 09:43,BearLadderTrade,Bear,StopLoss,14412.55,14371.15,41.40,22.27,10.20,-221.25,3.80,0.00,,,,,NIFTY22APR2113000PE,14.50,11.55,28,,,
2021-04-15 10:44,2021-04-15 15:00,BearLadder,Bear,SwingExit,14410.45,14558.60,-148.15,21.19,7.20,-431.25,10.46,59000.00,NIFTY22APR2114900CE,23.40,29.65,450,NIFTY22APR2115100CE,8.80,9.30,650,1095.00,91.74,-13905.00
2021-04-15 10:44,2021-04-15 13:59,BearLadderTrade,Bear,StopLoss,14410.45,14472.50,-62.05,21.19,7.20,-198.75,3.43,0.00,,,,,NIFTY22APR2113400PE,13.10,10.45,20,,,
2021-04-15 10:44,2021-04-15 11:47,BearGammaBurst,Bear,StopLoss,14410.45,14430.90,-20.45,21.19,0.20,-517.50,4.86,0.00,,,,,NIFTY15APR2114300PE,20.50,13.60,2,,,
2021-04-28 13:44,2021-04-29 10:49,BullLadder,Bull,SwingExit,14851.05,14840.80,-10.25,22.71,8.07,-45.00,20.74,66000.00,NIFTY06MAY2114300PE,45.90,46.50,500,NIFTY06MAY2114000PE,23.00,23.00,800,1717.50,90.83,-20782.50
2021-04-28 13:44,2021-04-30 09:17,BullLadderTrade,Bull,StopLoss,14851.05,14776.75,-74.30,22.71,8.07,-292.50,3.98,0.00,,,,,NIFTY06MAY2115400CE,15.70,11.80,11,,,
2021-04-28 13:44,2021-04-29 09:17,BullGammaBurst,Bull,ProfitBook,14851.05,15026.40,175.35,22.71,1.07,3333.75,14.71,0.00,,,,,NIFTY29APR2115000CE,21.25,65.70,3,,,
2021-05-03 11:14,2021-05-03 14:37,BearLadder,Bear,StopLoss,14544.40,14665.20,-120.80,23.92,9.18,-862.50,11.16,66000.00,NIFTY12MAY2115200CE,22.05,37.55,650,NIFTY12MAY2115500CE,6.85,10.85,950,1140.00,92.11,-21360.00
2021-05-03 11:14,2021-05-03 14:30,BearLadderTrade,Bear,StopLoss,14544.40,14636.00,-91.60,23.92,9.18,-243.75,4.10,0.00,,,,,NIFTY12MAY2113500PE,15.70,12.45,21,,,
2021-05-18 09:44,2021-05-20 14:31,BullLadder,Bull,SwingExit,15089.55,14936.20,-153.35,18.77,9.24,-371.25,16.65,66000.00,NIFTY27MAY2114600PE,40.90,38.85,500,NIFTY27MAY2114300PE,19.75,12.75,800,1586.25,91.31,-20913.75
2021-05-18 09:44,2021-05-18 10:10,BullLadderTrade,Bull,StopLoss,15089.55,15055.10,-34.45,18.77,9.24,-213.75,3.56,0.00,,,,,NIFTY27MAY2115700CE,13.65,10.80,12,,,
2021-05-28 09:44,2021-06-03 15:29,BullLadder,Bull,Expired,15443.30,15688.90,245.60,17.68,6.24,1383.75,5.47,85800.00,NIFTY03JUN2115100PE,25.15,0.05,300,NIFTY03JUN2114800PE,6.70,0.05,600,1383.75,88.40,-21116.25
2021-05-28 09:44,2021-05-28 11:00,BullLadderTrade,Bull,StopLoss,15443.30,15412.70,-30.60,17.68,6.24,-213.75,3.44,0.00,,,,,NIFTY03JUN2115800CE,13.25,10.40,7,,,
2021-05-28 15:14,2021-06-03 15:29,BullLadder,Bull,Expired,15437.50,15688.90,251.40,17.42,6.01,1181.25,4.92,85800.00,NIFTY03JUN2115100PE,22.30,0.05,300,NIFTY03JUN2114800PE,6.55,0.05,600,1181.25,88.36,-21318.75
2021-05-28 15:14,2021-05-31 09:17,BullLadderTrade,Bull,StopLoss,15437.50,15425.20,-12.30,17.42,6.01,-270.00,1.89,0.00,,,,,NIFTY03JUN2115800CE,8.55,4.95,7,,,
2021-06-01 09:44,2021-06-09 14:43,BullLadder,Bull,SwingExit,15651.00,15596.85,-54.15,16.66,9.24,1053.75,7.04,66000.00,NIFTY10JUN2115100PE,27.60,2.85,500,NIFTY10JUN2114800PE,11.85,1.15,800,1181.25,93.85,-21318.75
2021-06-01 09:44,2021-06-01 10:16,BullLadderTrade,Bull,StopLoss,15651.00,15576.65,-74.35,16.66,9.24,-266.25,4.24,0.00,,,,,NIFTY10JUN2116100CE,16.35,12.80,9,,,
2021-06-04 09:44,2021-06-09 14:43,BullLadder,Bull,SwingExit,15714.85,15596.85,-118.00,16.09,6.24,1083.75,7.87,66000.00,NIFTY10JUN2115400PE,28.80,8.50,300,NIFTY10JUN2115100PE,8.70,2.85,600,1507.50,88.11,-20992.50
2021-06-04 09:44,2021-06-04 10:32,BullLadderTrade,Bull,StopLoss,15714.85,15703.80,-11.05,16.09,6.24,-180.00,2.70,0.00,,,,,NIFTY10JUN2116100CE,10.50,8.10,8,,,
2021-06-11 09:44,2021-06-14 09:25,BullLadder,Bull,StopLoss,15821.30,15679.55,-141.75,14.50,6.24,-1042.50,11.49,66000.00,NIFTY17JUN2115500PE,21.45,39.00,300,NIFTY17JUN2115200PE,8.00,11.65,600,1008.75,90.81,-21491.25
2021-06-11 09:44,2021-06-11 11:15,BullLadderTrade,Bull,StopLoss,15821.30,15800.80,-20.50,14.50,6.24,-202.50,3.32,0.00,,,,,NIFTY17JUN2116100CE,12.75,10.05,6,,,
2021-06-15 09:44,2021-06-17 09:17,BullLadder,Bull,StopLoss,15887.30,15684.20,-203.10,14.48,9.24,-855.00,15.16,66000.00,NIFTY24JUN2115400PE,26.85,44.30,450,NIFTY24JUN2115100PE,13.35,19.40,750,1012.50,93.70,-21487.50
2021-06-15 09:44,2021-06-16 09:17,BullLadderTrade,Bull,StopLoss,15887.30,15845.55,-41.75,14.48,9.24,-232.50,3.02,0.00,,,,,NIFTY24JUN2116300CE,12.00,8.90,8,,,
2021-06-17 09:44,2021-06-18 14:29,BearLadder,Bear,SwingExit,15716.85,15662.00,54.85,15.04,7.24,862.50,8.44,59000.00,NIFTY24JUN2116000CE,28.00,12.80,250,NIFTY24JUN2116200CE,8.15,4.45,450,1488.75,86.78,-13511.25
2021-06-17 09:44,2021-06-17 15:16,BearLadderTrade,Bear,StopLoss,15716.85,15707.00,9.85,15.04,7.24,-240.00,4.07,0.00,,,,,NIFTY24JUN2115100PE,15.55,12.35,12,,,
2021-06-17 09:44,2021-06-17 09:57,BearGammaBurst,Bear,StopLoss,15716.85,15731.85,-15.00,15.04,0.24,-168.75,2.29,0.00,,,,,NIFTY17JUN2115600PE,9.05,6.80,2,,,
2021-06-17 14:44,2021-06-18 14:29,BearLadder,Bear,SwingExit,15650.35,15662.00,-11.65,15.74,7.03,577.50,7.59,59000.00,NIFTY24JUN2116000CE,23.75,12.80,350,NIFTY24JUN2116200CE,7.70,4.45,550,1203.75,90.01,-13796.25
2021-06-17 14:44,2021-06-17 15:01,BearLadderTrade,Bear,StopLoss,15650.35,15687.95,-37.60,15.74,7.03,-240.00,4.16,0.00,,,,,NIFTY24JUN2115000PE,15.85,12.65,13,,,
2021-06-17 14:44,2021-06-17 14:46,BearGammaBurst,Bear,StopLoss,15650.35,15653.25,-2.90,15.74,0.03,-101.25,1.07,0.00,,,,,NIFTY17JUN2115600PE,4.40,3.05,1,,,
2021-06-18 10:14,2021-06-18 14:29,BearLadder,Bear,SwingExit,15623.35,15662.00,-38.65,15.63,6.22,165.00,10.78,59000.00,NIFTY24JUN2115900CE,30.05,25.60,250,NIFTY24JUN2116100CE,8.95,6.70,450,1582.50,86.82,-13417.50
2021-06-18 10:14,2021-06-18 14:02,BearLadderTrade,Bear,StopLoss,15623.35,15636.15,-12.80,15.63,6.22,-217.50,3.69,0.00,,,,,NIFTY24JUN2115100PE,14.10,11.20,10,,,
2021-06-23 14:44,2021-06-28 09:17,BearLadder,Bear,SwingExit,15701.25,15901.10,-199.85,15.34,8.03,405.00,7.10,66000.00,NIFTY01JUL2116100CE,23.45,13.85,350,NIFTY01JUL2116400CE,6.45,2.25,650,1275.00,91.35,-21225.00
2021-06-23 14:44,2021-06-24 09:31,BearLadderTrade,Bear,StopLoss,15701.25,15749.25,-48.00,15.34,8.03,-213.75,3.58,0.00,,,,,NIFTY01JUL2115100PE,13.70,10.85,12,,,
2021-06-23 14:44,2021-06-24 09:17,BearGammaBurst,Bear,StopLoss,15701.25,15728.45,-27.20,15.34,1.03,-663.75,4.90,0.00,,,,,NIFTY24JUN2115600PE,21.85,13.00,2,,,
2021-07-06 09:44,2021-07-08 12:17,BullLadder,Bull,StopLoss,15861.70,15784.10,-77.60,12.01,9.24,-1087.50,12.55,66000.00,NIFTY15JUL2115600PE,25.95,43.20,250,NIFTY15JUL2115300PE,7.70,10.45,550,1368.75,85.15,-21131.25
2021-07-06 09:44,2021-07-07 12:59,BullLadderTrade,Bull,StopLoss,15861.70,15822.15,-39.55,12.01,9.24,-165.00,2.80,0.00,,,,,NIFTY15JUL2116200CE,10.70,8.50,7,,,
2021-07-08 13:14,2021-07-14 11:10,BearLadder,Bear,SwingExit,15754.00,15835.95,-81.95,13.62,7.09,1443.75,6.37,66000.00,NIFTY15JUL2116000CE,27.45,3.45,250,NIFTY15JUL2116300CE,5.75,1.00,550,1627.50,86.00,-20872.50
2021-07-08 13:14,2021-07-09 10:20,BearLadderTrade,Bear,StopLoss,15754.00,15695.65,58.35,13.62,7.09,-243.75,3.89,0.00,,,,,NIFTY15JUL2115300PE,15.00,11.75,9,,,
2021-07-08 13:14,2021-07-08 13:28,BearGammaBurst,Bear,StopLoss,15754.00,15765.20,-11.20,13.62,0.09,-210.00,2.16,0.00,,,,,NIFTY08JUL2115700PE,8.95,6.15,1,,,
2021-07-13 15:14,2021-07-19 12:54,BullLadder,Bull,SwingExit,15816.20,15759.20,-57.00,12.61,9.01,746.25,7.58,66000.00,NIFTY22JUL2115500PE,25.20,10.45,300,NIFTY22JUL2115200PE,8.60,3.80,600,1245.00,89.61,-21255.00
2021-07-13 15:14,2021-07-14 09:19,BullLadderTrade,Bull,StopLoss,15816.20,15789.75,-26.45,12.61,9.01,-247.50,4.32,0.00,,,,,NIFTY22JUL2116100CE,16.45,13.15,6,,,
2021-07-19 13:14,2021-07-22 09:50,BearLadder,Bear,SwingExit,15755.50,15776.15,-20.65,12.93,10.09,622.50,7.24,59000.00,NIFTY29JUL2116100CE,22.05,11.60,300,NIFTY29JUL2116300CE,7.35,5.20,500,1102.50,89.26,-13897.50
2021-07-19 13:14,2021-07-19 15:19,BearLadderTrade,Bear,StopLoss,15755.50,15755.45,0.05,12.93,10.09,-195.00,3.35,0.00,,,,,NIFTY29JUL2115100PE,12.80,10.20,13,,,
2021-07-19 15:14,2021-07-22 09:50,BearLadder,Bear,SwingExit,15751.00,15776.15,-25.15,12.64,10.01,521.25,6.58,66000.00,NIFTY29JUL2116100CE,20.55,11.60,300,NIFTY29JUL2116400CE,6.00,4.00,600,1091.25,89.88,-21408.75
2021-07-19 15:14,2021-07-22 09:17,BearLadderTrade,Bear,StopLoss,15751.00,15739.70,11.30,12.64,10.01,-322.50,3.42,0.00,,,,,NIFTY29JUL2115200PE,14.10,9.80,11,,,
2021-07-20 09:44,2021-07-22 09:50,BearLadder,Bear,SwingExit,15664.60,15776.15,-111.55,13.25,9.24,183.75,9.08,66000.00,NIFTY29JUL2116000CE,26.00,21.90,300,NIFTY29JUL2116300CE,6.85,5.20,600,1436.25,89.18,-21063.75
2021-07-20 09:44,2021-07-22 09:17,BearLadderTrade,Bear,StopLoss,15664.60,15739.70,-75.10,13.25,9.24,-465.00,2.84,0.00,,,,,NIFTY29JUL2115000PE,13.35,7.15,13,,,
2021-07-27 12:44,2021-07-28 10:41,BearLadderTrade,Bear,ProfitBook,15772.35,15571.00,201.35,13.01,9.11,2107.50,9.27,0.00,,,,,NIFTY05AUG2115200PE,13.35,41.45,11,,,
2021-07-28 10:44,2021-07-29 09:17,BearLadder,Bear,SwingExit,15551.55,15779.65,-228.10,15.49,8.20,-318.75,8.49,66000.00,NIFTY05AUG2116000CE,22.80,24.20,400,NIFTY05AUG2116300CE,6.75,3.90,700,1203.75,93.29,-21296.25
2021-07-28 10:44,2021-07-28 10:52,BearLadderTrade,Bear,StopLoss,15551.55,15564.05,-12.50,15.49,8.20,-213.75,3.32,0.00,,,,,NIFTY05AUG2114700PE,12.85,10.00,17,,,
2021-07-28 10:44,2021-07-28 11:11,BearGammaBurst,Bear,StopLoss,15551.55,15574.35,-22.80,15.49,1.20,-832.50,5.78,0.00,,,,,NIFTY29JUL2115400PE,26.20,15.10,3,,,
2021-08-03 14:44,2021-08-12 15:29,BullLadder,Bull,Expired,16095.35,16361.35,266.00,13.75,9.03,1740.00,8.00,94900.00,NIFTY12AUG2115700PE,35.35,0.05,350,NIFTY12AUG2115300PE,12.15,0.05,750,1740.00,91.75,-28260.00
2021-08-03 14:44,2021-08-05 14:07,BullLadderTrade,Bull,ProfitBook,16095.35,16337.00,241.65,13.75,9.03,1687.50,8.73,0.00,,,,,NIFTY12AUG2116500CE,15.05,37.55,8,,,
2021-08-04 09:44,2021-08-12 15:29,BullLadder,Bull,Expired,16246.10,16361.35,115.25,13.59,8.24,1282.50,6.43,94900.00,NIFTY12AUG2115800PE,27.85,0.05,400,NIFTY12AUG2115400PE,10.75,0.05,800,1282.50,94.58,-28717.50
2021-08-04 09:44,2021-08-04 11:44,BullLadderTrade,Bull,StopLoss,16246.10,16233.35,-12.75,13.59,8.24,-183.75,3.05,0.00,,,,,NIFTY12AUG2116700CE,11.70,9.25,9,,,
2021-08-04 09:44,2021-08-04 11:16,BullGammaBurst,Bull,StopLoss,16246.10,16250.45,4.35,13.59,1.24,-483.75,3.02,0.00,,,,,NIFTY05AUG2116400CE,14.10,7.65,3,,,
2021-08-06 09:44,2021-08-12 15:29,BullLadder,Bull,Expired,16307.55,16361.35,53.80,13.01,6.24,1338.75,6.24,85800.00,NIFTY12AUG2116000PE,27.50,0.05,250,NIFTY12AUG2115700PE,9.65,0.05,550,1338.75,91.18,-21161.25
2021-08-06 09:44,2021-08-06 10:29,BullLadderTrade,Bull,StopLoss,16307.55,16310.75,3.20,13.01,6.24,-183.75,3.14,0.00,,,,,NIFTY12AUG2116600CE,12.00,9.55,6,,,
2021-08-13 09:44,2021-08-18 15:29,BullLadder,Bull,Expired,16442.05,16551.90,109.85,12.50,5.24,1256.25,5.24,85800.00,NIFTY18AUG2116200PE,23.75,0.05,200,NIFTY18AUG2115900PE,7.00,0.05,500,1256.25,88.18,-21243.75
2021-08-13 09:44,2021-08-17 12:02,BullLadderTrade,Bull,StopLoss,16442.05,16528.65,86.60,12.50,5.24,-105.00,1.79,0.00,,,,,NIFTY18AUG2116700CE,6.85,5.45,5,,,
2021-08-17 15:14,2021-08-20 09:17,BullLadder,Bull,StopLoss,16622.45,16422.45,-200.00,13.42,9.01,-1818.75,12.55,80000.00,NIFTY26AUG2116200PE,23.75,49.15,400,NIFTY26AUG2115700PE,7.85,9.00,900,1192.50,92.45,-36307.50
2021-08-17 15:14,2021-08-18 12:54,BullLadderTrade,Bull,StopLoss,16622.45,16610.85,-11.60,13.42,9.01,-165.00,2.81,0.00,,,,,NIFTY26AUG2117000CE,10.75,8.55,8,,,
2021-08-17 15:14,2021-08-18 12:15,BullGammaBurst,Bull,StopLoss,16622.45,16639.20,16.75,13.42,1.01,-296.25,2.09,0.00,,,,,NIFTY18AUG2116700CE,9.45,5.50,2,,,
2021-08-24 09:44,2021-09-02 15:29,BullLadder,Bull,Expired,16533.00,17233.85,700.85,13.51,9.24,1147.50,5.40,94900.00,NIFTY02SEP2116100PE,23.75,0.05,400,NIFTY02SEP2115700PE,8.45,0.05,800,1147.50,92.87,-28852.50
2021-08-24 09:44,2021-08-26 12:41,BullLadderTrade,Bull,StopLoss,16533.00,16631.05,98.05,13.51,9.24,-157.50,2.56,0.00,,,,,NIFTY02SEP2117000CE,9.85,7.75,9,,,
2021-08-25 11:44,2021-09-02 15:29,BullLadder,Bull,Expired,16646.05,17233.85,587.80,13.54,8.16,858.75,5.28,85800.00,NIFTY02SEP2116200PE,21.90,0.05,400,NIFTY02SEP2115900PE,10.45,0.05,700,858.75,94.40,-21641.25
2021-08-25 11:44,2021-08-25 14:47,BullLadderTrade,Bull,StopLoss,16646.05,16623.30,-22.75,13.54,8.16,-315.00,4.16,0.00,,,,,NIFTY02SEP2117000CE,16.50,12.30,7,,,
2021-08-25 11:44,2021-08-25 14:44,BullGammaBurst,Bull,StopLoss,16646.05,16630.05,-16.00,13.54,1.16,-847.50,6.09,0.00,,,,,NIFTY26AUG2116700CE,27.35,16.05,1,,,
2021-08-30 10:44,2021-09-09 15:29,BullLadder,Bull,Expired,16877.90,17358.10,480.20,13.59,10.20,1211.25,5.64,94900.00,NIFTY09SEP2116400PE,24.85,0.05,450,NIFTY09SEP2116000PE,8.70,0.05,850,1211.25,92.79,-28788.75
2021-08-30 10:44,2021-08-31 13:06,BullLadderTrade,Bull,ProfitBook,16877.90,17045.45,167.55,13.59,10.20,2092.50,9.04,0.00,,,,,NIFTY09SEP2117300CE,12.70,40.60,8,,,
2021-08-31 15:14,2021-09-01 13:24,BullLadderTrade,Bull,StopLoss,17142.05,17100.60,-41.45,14.72,9.01,-232.50,4.01,0.00,,,,,NIFTY09SEP2117600CE,15.30,12.20,9,,,
2021-09-03 09:44,2021-09-09 15:29,BullLadder,Bull,Expired,17274.30,17358.10,83.80,14.06,6.24,1451.25,6.70,85800.00,NIFTY09SEP2117000PE,29.60,0.05,250,NIFTY09SEP2116700PE,10.25,0.05,550,1451.25,86.48,-21048.75
2021-09-03 09:44,2021-09-03 10:45,BullLadderTrade,Bull,StopLoss,17274.30,17239.40,-34.90,14.06,6.24,-180.00,3.08,0.00,,,,,NIFTY09SEP2117700CE,11.75,9.35,9,,,
2021-09-14 09:44,2021-09-17 14:28,BullLadder,Bull,SwingExit,17423.70,17565.80,142.10,13.84,9.24,603.75,7.99,66000.00,NIFTY23SEP2117000PE,23.65,12.00,400,NIFTY23SEP2116700PE,9.60,6.00,700,1053.75,90.78,-21446.25
2021-09-14 09:44,2021-09-14 12:45,BullLadderTrade,Bull,StopLoss,17423.70,17407.40,-16.30,13.84,9.24,-270.00,4.04,0.00,,,,,NIFTY23SEP2117800CE,15.70,12.10,8,,,
2021-09-15 10:14,2021-09-17 14:28,BullLadder,Bull,SwingExit,17447.00,17565.80,118.80,13.56,8.22,517.50,8.88,66000.00,NIFTY23SEP2117100PE,24.55,15.70,300,NIFTY23SEP2116800PE,9.60,7.65,600,1121.25,87.92,-21378.75
2021-09-15 10:14,2021-09-16 14:16,BullLadderTrade,Bull,ProfitBook,17447.00,17612.70,165.70,13.56,8.22,1897.50,8.22,0.00,,,,,NIFTY23SEP2117800CE,11.60,36.90,7,,,
2021-09-15 10:14,2021-09-16 12:12,BullGammaBurst,Bull,ProfitBook,17447.00,17578.55,131.55,13.56,1.22,3963.75,17.68,0.00,,,,,NIFTY16SEP2117500CE,25.90,78.75,1,,,
2021-09-17 09:44,2021-09-17 12:06,BullLadder,Bull,StopLoss,17725.10,17630.65,-94.45,14.87,6.24,-821.25,12.35,66000.00,NIFTY23SEP2117400PE,23.35,38.50,300,NIFTY23SEP2117100PE,9.50,13.70,600,1038.75,87.73,-21461.25
2021-09-17 09:44,2021-09-17 11:43,BullLadderTrade,Bull,StopLoss,17725.10,17668.35,-56.75,14.87,6.24,-206.25,3.32,0.00,,,,,NIFTY23SEP2118100CE,12.80,10.05,7,,,
2021-09-22 09:44,2021-09-28 12:18,BullLadder,Bull,SwingExit,17558.05,17718.15,160.10,16.54,8.24,1721.25,10.14,73000.00,NIFTY30SEP2117100PE,42.20,1.05,450,NIFTY30SEP2116700PE,18.40,0.20,850,1785.00,90.04,-28215.00
2021-09-22 09:44,2021-09-22 14:46,BullLadderTrade,Bull,StopLoss,17558.05,17568.75,10.70,16.54,8.24,-213.75,3.26,0.00,,,,,NIFTY30SEP2118200CE,12.65,9.80,13,,,
2021-09-22 09:44,2021-09-22 15:14,BullGammaBurst,Bull,StopLoss,17558.05,17535.60,-22.45,16.54,1.24,-686.25,4.96,0.00,,,,,NIFTY23SEP2117700CE,22.25,13.10,3,,,
2021-09-23 09:44,2021-09-28 12:18,BullLadder,Bull,SwingExit,17682.80,17718.15,35.35,16.00,7.24,783.75,5.17,73000.00,NIFTY30SEP2117200PE,20.85,1.85,450,NIFTY30SEP2116800PE,8.85,0.30,850,900.00,92.89,-29100.00
2021-09-23 09:44,2021-09-24 09:17,BullLadderTrade,Bull,ProfitBook,17682.80,17932.10,249.30,16.00,7.24,3738.75,14.06,0.00,,,,,NIFTY30SEP2118100CE,15.70,65.55,8,,,
2021-09-23 09:44,2021-09-23 12:13,BullGammaBurst,Bull,ProfitBook,17682.80,17761.05,78.25,16.00,0.24,3063.75,15.26,0.00,,,,,NIFTY23SEP2117700CE,25.35,66.20,0,,,
